Protein Id,Gene Symbol,Description,Number of peptides,RAW sum signal-to-noise,,,,,,,,,,Normalized sum signal-to-noise,,,,,,,,,,"TMT relative abundance (scaled, i.e., sum across 11 channels for each protein=100)",,,,,,,,,,,,,
,,,,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5,,,,
,,,,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,126,127n,127c,128n,128c,129n,129c,130n,130c,131,,,,
sp|P01746|HVM02_MOUSE,,HVM02_MOUSE Ig heavy chain V region 93G7,1,146.919,171.919,110.503,251.479,232.225,163.374,146.479,221.663,271.102,235.305,149.264,178.41,110.503,256.111,242.377,186.351,155.935,243.289,277.844,315.913,7.05408,8.43149,5.22228,12.1035,11.4545,8.80677,7.36933,11.4976,13.1306,14.9297,,,,
##sp|O35718|SOCS3_MOUSE,##Socs3,##SOCS3_MOUSE ##Suppressor of cytokine signaling 3,1,179.936,162.731,177.957,186.981,185.188,161.874,170.354,182.489,181.982,141.586,182.808,168.875,177.957,190.425,193.284,184.641,181.352,200.293,186.508,190.089,9.84835,9.09773,9.587,10.2587,10.4127,9.94707,9.76988,10.7903,10.0477,10.2406,,,,
sp|P11404|FABPH_MOUSE,Fabp3,"FABPH_MOUSE Fatty acid-binding protein, heart",1,358.267,236.272,279.965,326.331,703.45,650.729,420.445,324.138,375.395,284.525,363.985,245.193,279.965,332.341,734.203,742.248,447.587,355.762,384.732,381.995,8.52822,5.7449,6.55962,7.78679,17.2025,17.391,10.487,8.33554,9.01431,8.95018,,,,
sp|P40338|VHL_MOUSE,Vhl,VHL_MOUSE Von Hippel-Lindau disease tumor suppressor,1,141.235,142.677,178.251,133.067,152.332,139.962,160.58,178.297,155.622,110.743,143.489,148.064,178.251,135.518,158.992,159.646,170.946,195.692,159.492,148.68,8.97494,9.26113,11.1492,8.47639,9.94463,9.98557,10.6924,12.2402,9.97594,9.29964,,,,
tr|Q5NCC7|Q5NCC7_MOUSE,Olfr324,Q5NCC7_MOUSE Olfactory receptor,1,167.11,162.415,151.91,188.821,169.213,125.24,96.0824,107.277,133.519,155.029,169.777,168.547,151.91,192.298,176.61,142.854,102.285,117.743,136.84,208.138,10.8345,10.756,9.6943,12.2717,11.2706,9.11639,6.52743,7.51391,8.73258,13.2825,,,,
sp|Q91WL8|WWOX_MOUSE,Wwox,WWOX_MOUSE WW domain-containing oxidoreductase,1,22.273,29.9143,28.896,29.8612,30.5201,25.4886,28.6584,30.0552,23.8923,16.8645,22.6285,31.0438,28.896,30.4112,31.8544,29.0734,30.5084,32.9874,24.4865,22.6417,7.95289,10.9105,10.1557,10.6882,11.1954,10.218,10.7223,11.5936,8.60591,7.95754,,,,
sp|P01634|KV5A2_MOUSE,,KV5A2_MOUSE Ig kappa chain V-V region MOPC 21,1,73.7163,83.1628,66.2063,78.8862,95.1875,42.681,33.4739,34.5924,73.7005,47.2148,74.8927,86.3028,66.2063,80.3391,99.3488,48.6837,35.6348,37.9674,75.5335,63.3891,11.2065,12.9138,9.9067,12.0214,14.8659,7.28473,5.33217,5.6812,11.3024,9.48515,,,,
sp|Q00493|CBPE_MOUSE,Cpe,CBPE_MOUSE Carboxypeptidase E,1,72.7145,69.276,66.1198,82.5727,87.7097,39.936,39.2866,30.9347,68.6536,63.9115,73.875,71.8917,66.1198,84.0935,91.5442,45.5527,41.8227,33.9528,70.361,85.8055,11.1087,10.8105,9.94255,12.6453,13.7657,6.84983,6.28895,5.10554,10.5803,12.9027,,,,
sp|Q9DAX2|LPP2_MOUSE,Ppap2c,LPP2_MOUSE Lipid phosphate phosphohydrolase 2,3,598.857,585.624,614.382,593.487,594.294,641.01,673.562,686.34,688.214,566.436,608.414,607.736,614.382,604.418,620.275,731.163,717.043,753.301,705.33,760.478,9.05036,9.04027,9.13914,8.99091,9.2268,10.8763,10.6663,11.2056,10.492,11.3124,,,,
sp|Q9JIP4|PANX1_MOUSE,Panx1,PANX1_MOUSE Pannexin-1,1,111.953,106.015,118.559,107.714,109.301,100.902,95.5523,95.1688,107.038,89.1527,113.739,110.018,118.559,109.697,114.079,115.093,101.721,104.454,109.7,119.694,10.1848,9.85156,10.6164,9.82287,10.2153,10.306,9.10859,9.35333,9.82316,10.718,,,,
tr|Q8R155|Q8R155_MOUSE,BC025446,Q8R155_MOUSE Protein BC025446,2,198.252,204.318,221.343,236.211,195.444,209.424,185.714,202.168,246.455,182.855,201.416,212.033,221.343,240.562,203.988,238.877,197.703,221.892,252.585,245.495,9.00832,9.48313,9.89953,10.7591,9.12333,10.6837,8.84224,9.92409,11.2968,10.9797,,,,
sp|P35461|LY6G_MOUSE,Ly6g,LY6G_MOUSE Lymphocyte antigen 6G (Fragment),2,201.617,244.581,238.124,263.197,233.024,895.136,1145.66,1146.82,882.409,760.878,204.835,253.816,238.124,268.045,243.211,1021.03,1219.62,1258.7,904.356,1021.53,3.088,3.82641,3.58984,4.04091,3.66654,15.3926,18.3864,18.9756,13.6336,15.4001,,,,
sp|A7E3W2|LG3BP_BOVIN_contaminant,LGALS3BP,LG3BP_BOVIN_contaminant Galectin-3-binding protein,1,43.1689,38.406,53.8713,32.2535,35.4844,33.9641,23.5957,21.683,41.9155,25.5063,43.8578,39.8561,53.8713,32.8476,37.0357,38.7409,25.1189,23.7985,42.9579,34.244,11.7793,10.7045,14.4687,8.8222,9.94704,10.405,6.74644,6.3918,11.5376,9.19724,,,,
sp|Q8BK03|FA73B_MOUSE,Fam73b,FA73B_MOUSE Protein FAM73B,2,89.6069,98.5252,87.3486,81.9139,91.8458,75.3157,101.704,90.4119,90.5564,79.974,91.037,102.245,87.3486,83.4226,95.8611,85.9082,108.269,99.2327,92.8086,107.37,9.54762,10.7231,9.1608,8.74905,10.0536,9.00973,11.3549,10.4072,9.73343,11.2606,,,,
sp|P19437|CD20_MOUSE,Ms4a1,CD20_MOUSE B-lymphocyte antigen CD20,1,116.226,93.8053,127.877,190.152,135.381,105.987,88.8567,65.2315,118.078,108.813,118.081,97.3471,127.877,193.654,141.299,120.893,94.5928,71.5957,121.015,146.089,9.58107,7.89871,10.3759,15.713,11.465,9.80921,7.67523,5.80925,9.81911,11.8536,,,,
tr|Q3URQ4|Q3URQ4_MOUSE,C78339,Q3URQ4_MOUSE Protein C78339,1,73.2695,78.8776,84.4823,93.4662,85.4221,79.1365,73.3562,72.6936,90.3551,79.1559,74.4389,81.8559,84.4823,95.1876,89.1566,90.2664,78.0917,79.7858,92.6023,106.272,8.5352,9.38564,9.68678,10.9143,10.2227,10.35,8.95404,9.14828,10.6178,12.1852,,,,
sp|Q6RUT7|CSMT1_MOUSE,Ccsmst1,CSMT1_MOUSE Protein CCSMST1,2,385.303,412.671,400.391,382.083,355.018,378.55,389.014,418.026,415.101,326.99,391.453,428.252,400.391,389.12,370.538,431.79,414.126,458.809,425.425,439.006,9.43507,10.322,9.65051,9.37885,8.93097,10.4073,9.98157,11.0586,10.2539,10.5812,,,,
sp|Q9JJN6|CNBP1_MOUSE,Ctnnbip1,CNBP1_MOUSE Beta-catenin-interacting protein 1,1,372.643,337.846,393.012,255.711,296.14,323.847,356.278,214.284,352.179,210.6,378.59,350.602,393.012,260.421,309.087,369.394,379.277,235.19,360.938,282.745,11.4059,10.5627,11.8404,7.84576,9.31193,11.1288,11.4266,7.08563,10.8741,8.51831,,,,
sp|Q8VD58|EVI2B_MOUSE,Evi2b,EVI2B_MOUSE Protein EVI2B,1,55.1145,52.8726,62.4416,66.4531,58.5714,55.8173,49.3006,57.8899,56.2248,50.8773,55.9941,54.8689,62.4416,67.677,61.132,63.6675,52.4832,63.5379,57.6232,68.3062,9.21363,9.02848,10.2745,11.136,10.059,10.4762,8.63592,10.4549,9.48168,11.2395,,,,
tr|G3UW85|G3UW85_MOUSE,Erh,G3UW85_MOUSE Enhancer of rudimentary homolog,3,412.962,512.034,710.31,588.682,598.731,611.316,547.042,529.608,647.804,436.898,419.553,531.367,710.31,599.523,624.906,697.292,582.356,581.278,663.915,586.565,6.99597,8.86044,11.8443,9.99695,10.4202,11.6272,9.71068,9.69271,11.0707,9.78087,,,,
tr|Q3TNB8|Q3TNB8_MOUSE,Fgd3,"Q3TNB8_MOUSE FYVE, RhoGEF and PH domain containing 3, isoform CRA_b",1,81.0225,84.6428,88.212,89.0495,88.7264,83.1936,93.8914,90.6516,97.9465,70.1987,82.3156,87.8387,88.212,90.6895,92.6053,94.8941,99.9525,99.4959,100.382,94.2466,8.84513,9.4386,9.47871,9.74493,9.95079,10.1967,10.7403,10.6912,10.7865,10.1271,,,,
sp|Q8BP74|PSTK_MOUSE,Pstk,PSTK_MOUSE L-seryl-tRNA(Sec) kinase,2,246.44,241.408,264.884,261.857,272.691,229.854,250.37,246.282,278.024,198.357,250.373,250.523,264.884,266.68,284.613,262.181,266.533,270.31,284.938,266.308,9.38661,9.39224,9.93063,9.99796,10.6703,9.82929,9.99245,10.134,10.6825,9.98401,,,,
sp|Q8BYN5|FSD1L_MOUSE,Fsd1l,FSD1L_MOUSE FSD1-like protein,3,138.143,123.688,134.817,149.838,132.235,106.092,88.371,104.316,119.927,100.301,140.348,128.359,134.817,152.598,138.016,121.013,94.0757,114.493,122.91,134.661,10.9536,10.0179,10.522,11.9097,10.7717,9.44459,7.34226,8.93579,9.59268,10.5098,,,,
sp|O70496|CLCN7_MOUSE,Clcn7,CLCN7_MOUSE H(+)/Cl(-) exchange transporter 7,1,86.7959,97.6146,93.417,103.63,101.252,88.0103,89.3384,97.5032,93.7133,74.122,88.1811,101.3,93.417,105.539,105.679,100.388,95.1055,107.016,96.044,99.5138,8.88758,10.2098,9.4153,10.637,10.6511,10.1179,9.58548,10.7859,9.68007,10.0298,,,,
sp|P15066|JUND_MOUSE,Jund,JUND_MOUSE Transcription factor jun-D,1,65.8587,91.5852,76.0448,79.3906,74.8174,92.4706,84.541,87.7443,82.1531,70.6552,66.9097,95.0432,76.0448,80.8528,78.0882,105.476,89.9985,96.3049,84.1963,94.8593,7.71051,10.9525,8.76321,9.31727,8.99869,12.1548,10.3712,11.0979,9.70257,10.9313,,,,
sp|Q3TMW1|C102A_MOUSE,Ccdc102a,C102A_MOUSE Coiled-coil domain-containing protein 102A,1,28.7833,20.7518,30.4121,34.7941,34.2287,26.516,34.3567,30.3335,31.5647,24.9982,29.2427,21.5353,30.4121,35.435,35.7251,30.2452,36.5745,33.2929,32.3497,33.5617,9.18501,6.76416,9.55232,11.13,11.2211,9.49988,11.4879,10.4572,10.1609,10.5416,,,,
sp|Q8R5K2|UBP33_MOUSE,Usp33,UBP33_MOUSE Ubiquitin carboxyl-terminal hydrolase 33,1,265.145,226.628,237.819,233.554,242.407,226.617,222.873,225.698,252.025,192.005,269.377,235.185,237.819,237.856,253.004,258.489,237.26,247.718,258.293,257.779,10.8063,9.43465,9.54032,9.54179,10.1495,10.3695,9.5179,9.93741,10.3616,10.341,,,,
##tr|A2AC00|A2AC00_MOUSE,##Aspscr1,##A2AC00_MOUSE ##Tether-containing UBX domain for GLUT4 (Fragment),1,297.585,306.771,412.554,389.634,347.292,253.844,290.553,262.115,359.485,294.566,302.335,318.354,412.554,396.81,362.474,289.545,309.31,287.688,368.426,395.475,8.78122,9.24648,11.9825,11.5252,10.528,8.40975,8.98381,8.35581,10.7008,11.4864,,,,
##sp|Q8VBT9-2|ASPC1_MOUSE,##Aspscr1,##ASPC1_MOUSE ##Isoform 2 of Tether containing UBX domain for GLUT4,2,746.365,650.512,803.082,844.138,726.531,1004.85,1184.9,1296.56,1441.89,1219.32,758.277,675.073,803.082,859.685,758.293,1146.17,1261.39,1423.05,1477.75,1637.03,7.02121,6.2508,7.43608,7.9602,7.02136,10.6129,11.6798,13.1767,13.6831,15.1579,,,,
sp|Q812G0|MGT4A_MOUSE,Mgat4a,"MGT4A_MOUSE Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",3,478.751,460.177,484.416,514.251,487.557,485.348,556.177,541.461,560.431,452.578,486.392,477.552,484.416,523.722,508.872,553.607,592.08,594.288,574.369,607.617,9.0024,8.83878,8.96583,9.69332,9.41847,10.2465,10.9585,10.9994,10.6307,11.2461,,,,
sp|Q8BGD8|COA6_MOUSE,Coa6,COA6_MOUSE Cytochrome c oxidase assembly factor 6 homolog,1,56.3165,49.506,46.3274,77.1223,71.0817,42.1037,43.1196,38.0079,50.387,50.5748,57.2153,51.3752,46.3274,78.5427,74.1892,48.0252,45.9032,41.7161,51.6402,67.9001,10.1656,9.12794,8.23108,13.9548,13.1814,8.53274,8.15572,7.41179,9.17502,12.0639,,,,
sp|Q8BMA5|NPAT_MOUSE,Npat,NPAT_MOUSE Protein NPAT,1,37.0007,35.1306,41.39,35.1599,32.2354,27.2214,27.5509,28.4255,34.2836,21.4415,37.5913,36.457,41.39,35.8075,33.6446,31.0499,29.3294,31.1988,35.1362,28.7867,11.0435,10.7103,12.1595,10.5195,9.88409,9.12182,8.61638,9.16556,10.3223,8.45693,,,,
sp|Q9WTZ0|UXT_MOUSE,Uxt,UXT_MOUSE Protein UXT,2,330.387,361.988,379.789,330.605,337.988,330.11,349.277,339.594,365.729,255.61,335.66,375.656,379.789,336.694,352.764,376.537,371.825,372.726,374.825,343.173,9.27328,10.3782,10.4924,9.30184,9.74582,10.4026,10.2724,10.2973,10.3553,9.48085,,,,
sp|Q00417|TCF7_MOUSE,Tcf7,TCF7_MOUSE Transcription factor 7,1,55.9368,51.829,54.6056,44.9275,48.0614,69.3291,76.5948,71.0299,70.1122,41.8791,56.8295,53.786,54.6056,45.755,50.1626,79.0796,81.5393,77.9598,71.8559,56.2255,9.05218,8.56739,8.69795,7.28816,7.99023,12.5963,12.9881,12.418,11.4457,8.95597,,,,
sp|A6X919|D19L1_MOUSE,Dpy19l1,D19L1_MOUSE Probable C-mannosyltransferase DPY19L1,1,43.1951,39.1747,44.9977,53.7621,46.2527,46.7632,50.6135,41.4899,47.1685,41.7505,43.8845,40.6538,44.9977,54.7522,48.2747,53.34,53.8808,45.5378,48.3416,56.0529,8.96121,8.30151,9.18852,11.1804,9.85769,10.892,11.0025,9.29881,9.87135,11.446,,,,
sp|Q78S06|SYS1_MOUSE,Sys1,SYS1_MOUSE Protein SYS1 homolog,2,77.3915,76.3359,99.2542,93.9561,89.6726,81.9369,96.6453,103.086,95.8803,73.5171,78.6266,79.2181,99.2542,95.6865,93.5929,93.4606,102.884,113.143,98.2649,98.7017,8.25188,8.31396,10.4167,10.0423,9.82259,9.80871,10.7977,11.8744,10.3129,10.3588,,,,
sp|Q0VAV2|EXPH5_MOUSE,Exph5,EXPH5_MOUSE Exophilin-5,1,42.7024,36.4597,48.0062,44.5718,45.9272,41.494,48.0109,41.6722,55.8608,35.4059,43.3839,37.8363,48.0062,45.3927,47.9351,47.3297,51.1102,45.7378,57.25,47.5348,9.20092,8.02439,10.1812,9.62695,10.1661,10.0378,10.8395,9.70015,12.1417,10.0813,,,,
sp|Q3UFT3|GAREM_MOUSE,Garem,GAREM_MOUSE GRB2-associated and regulator of MAPK protein,1,113.579,101.625,134.423,114.96,119.397,127.053,145.939,128.276,144.836,97.1552,115.392,105.462,134.423,117.077,124.616,144.922,155.36,140.791,148.439,130.437,8.76227,8.0082,10.2074,8.89023,9.46272,11.0046,11.7972,10.691,11.2716,9.90474,,,,
sp|Q8C669|PELI1_MOUSE,Peli1,PELI1_MOUSE E3 ubiquitin-protein ligase pellino homolog 1,1,12.2666,9.75405,10.2205,8.47045,12.5263,13.2183,11.5335,10.4092,11.0651,9.98111,12.4624,10.1223,10.2205,8.62645,13.074,15.0774,12.278,11.4247,11.3403,13.4003,10.559,8.57634,8.65949,7.30892,11.0772,12.7746,10.4028,9.67979,9.60827,11.3537,,,,
sp|P18181|CD48_MOUSE,Cd48,CD48_MOUSE CD48 antigen,2,710.196,699.135,766.636,952.689,909.902,635.465,604.979,620.097,739.542,680.675,721.53,725.532,766.636,970.235,949.68,724.838,644.033,680.595,757.935,913.852,9.18577,9.23672,9.76002,12.352,12.0903,9.22788,8.19916,8.66463,9.64924,11.6342,,,,
sp|Q80T85|DCAF5_MOUSE,Dcaf5,DCAF5_MOUSE DDB1- and CUL4-associated factor 5,2,248.81,228.383,274.891,247.323,242.114,193.496,203.129,204.539,219.304,165.135,252.781,237.007,274.891,251.878,252.699,220.709,216.242,224.495,224.758,221.704,10.6337,9.97014,11.5638,10.5957,10.6303,9.28455,9.09663,9.44382,9.45489,9.32642,,,,
sp|P01844|LAC2_MOUSE,Iglc2,LAC2_MOUSE Ig lambda-2 chain C region,3,364.208,400.21,359.227,373.729,580.106,215.225,183.73,171.191,191.271,326.995,370.021,415.321,359.227,380.613,605.467,245.495,195.59,187.893,196.028,439.014,10.9001,12.2345,10.5821,11.2121,17.8358,7.23179,5.76169,5.53494,5.77459,12.9324,,,,
sp|Q9CZ96|ZCRB1_MOUSE,Zcrb1,ZCRB1_MOUSE Zinc finger CCHC-type and RNA-binding motif-containing protein 1,1,65.4564,65.0072,53.5921,48.6303,39.1198,49.3672,45.6319,37.5539,47.7795,35.7509,66.5011,67.4617,53.5921,49.526,40.83,56.3103,48.5776,41.2178,48.9678,47.998,12.7646,12.9489,10.2867,9.50626,7.83712,10.8085,9.32424,7.91155,9.39914,9.21299,,,,
sp|Q924H9|DQX1_MOUSE,Dqx1,DQX1_MOUSE ATP-dependent RNA helicase DQX1,1,136.386,146.876,130.924,142.863,146.188,120.653,130.737,127.262,143.977,118.638,138.562,152.421,130.924,145.494,152.579,137.622,139.177,139.678,147.558,159.28,9.60041,10.5606,9.07121,10.0807,10.5716,9.53524,9.64299,9.67775,10.2237,11.0358,,,,
sp|Q9D8N6|LIN37_MOUSE,Lin37,LIN37_MOUSE Protein lin-37 homolog,1,169.423,189.082,173.484,136.041,156.8,158.822,163.687,190.606,164.438,119.366,172.127,196.221,173.484,138.547,163.655,181.159,174.254,209.202,168.527,160.258,9.90698,11.2937,9.98507,7.97422,9.41936,10.4268,10.0294,12.0409,9.69978,9.2238,,,,
sp|Q9D0J8|PTMS_MOUSE,Ptms,PTMS_MOUSE Parathymosin,2,1073.14,850.77,756.812,736.417,794.414,679.525,694.044,535.947,850.749,514.973,1090.27,882.893,756.812,749.979,829.143,775.094,738.847,588.235,871.908,691.386,13.6718,11.0714,9.49032,9.40464,10.3973,9.71958,9.26504,7.37639,10.9336,8.66989,,,,
sp|Q9CR13|CG055_MOUSE,,CG055_MOUSE UPF0562 protein C7orf55 homolog,1,109.619,121.413,130.742,173.603,160.311,96.3371,116.021,89.7377,124.17,96.5807,111.368,125.997,130.742,176.801,167.319,109.886,123.511,98.4928,127.258,129.666,8.55994,9.68432,10.049,13.5892,12.8604,8.446,9.49322,7.57031,9.78128,9.96633,,,,
sp|Q8BG40|KTNB1_MOUSE,Katnb1,KTNB1_MOUSE Katanin p80 WD40 repeat-containing subunit B1,3,229.257,228.168,236.977,248.97,241.302,201.763,213.537,229.261,255.351,186.432,232.916,236.783,236.977,253.555,251.851,230.139,227.322,251.629,261.702,250.298,9.57253,9.73147,9.73942,10.4208,10.3507,9.4584,9.34263,10.3416,10.7556,10.2869,,,,
##sp|Q9D659|GI24_MOUSE,,##GI24_MOUSE ##Platelet receptor Gi24,1,272.512,282.302,230.758,173.961,146.333,214.268,200.842,200.628,221.036,203.749,276.861,292.961,230.758,177.165,152.73,244.403,213.807,220.202,226.534,273.546,11.9907,12.688,9.99398,7.67291,6.61466,10.5849,9.25986,9.53682,9.81104,11.8471,,,,
sp|Q5SV77|GGNB2_MOUSE,Ggnbp2,GGNB2_MOUSE Gametogenetin-binding protein 2,1,132.347,109.808,149.848,117.523,122.732,104.785,120.566,111.163,126.923,80.6313,134.459,113.954,149.848,119.687,128.097,119.523,128.349,122.008,130.08,108.253,10.7202,9.08535,11.9472,9.54245,10.213,9.52934,10.2331,9.72751,10.3711,8.63083,,,,
sp|O09037|REG3A_MOUSE,Reg3a,REG3A_MOUSE Regenerating islet-derived protein 3-alpha,1,118.749,125.282,448.38,160.561,86.8585,70.769,164.755,180.556,88.8424,132.396,120.644,130.012,448.38,163.519,90.6557,80.722,175.391,198.171,91.052,177.751,7.19708,7.75593,26.7482,9.75474,5.40809,4.81549,10.463,11.822,5.43173,10.6038,,,,
sp|P51906|EAA3_MOUSE,Slc1a1,EAA3_MOUSE Excitatory amino acid transporter 3,3,399.735,420.966,464.827,454.325,421.992,301.584,302.585,282.61,374.447,246.698,406.115,436.86,464.827,462.692,440.441,343.999,322.118,310.183,383.76,331.209,10.4073,11.1952,11.9119,11.8572,11.287,8.8155,8.25477,7.94891,9.83444,8.48774,,,,
sp|Q7TQJ8|WTIP_MOUSE,Wtip,WTIP_MOUSE Wilms tumor protein 1-interacting protein,1,38.3844,34.0086,35.8363,39.2707,40.5391,34.7177,38.2228,36.0328,48.7364,30.4577,38.997,35.2927,35.8363,39.994,42.3114,39.6004,40.6902,39.5482,49.9485,40.8916,9.67403,8.75509,8.88995,9.92135,10.4962,9.82372,10.0941,9.81077,12.3908,10.144,,,,
sp|Q3TC33|CC127_MOUSE,Ccdc127,CC127_MOUSE Coiled-coil domain-containing protein 127,1,282.178,280.146,300.464,308.027,272.041,266.393,294.72,280.101,281.847,229.512,286.681,290.724,300.464,313.7,283.934,303.859,313.745,307.429,288.857,308.135,9.56392,9.69878,10.0237,10.4653,9.47227,10.137,10.4668,10.2561,9.63651,10.2796,,,,
##tr|F6SHH4|F6SHH4_MOUSE,##Gne,##F6SHH4_MOUSE ##Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (Fragment),3,694.865,680.624,868.079,909.604,797.299,631.922,686.094,635.236,816.779,609.335,705.954,706.322,868.079,926.356,832.155,720.796,730.384,697.212,837.093,818.073,9.00173,9.00643,11.069,11.8121,10.6109,9.19098,9.31324,8.89025,10.6739,10.4314,,,,
tr|B5B2N2|B5B2N2_MOUSE,Nfatc1,B5B2N2_MOUSE Nuclear factor of activated T-cells c1 isoform IA-IXL,2,155.17,174.035,197.434,196.952,202.319,178.043,216.417,207.311,224.515,159.446,157.647,180.606,197.434,200.58,211.164,203.083,230.388,227.537,230.099,214.067,7.68033,8.79889,9.6187,9.77196,10.2876,9.89391,11.2242,11.0853,11.2101,10.4291,,,,
sp|O54910|IKBE_MOUSE,Nfkbie,IKBE_MOUSE NF-kappa-B inhibitor epsilon,1,81.7273,69.7326,78.3229,81.6298,79.1399,63.2134,65.0881,59.5252,71.3303,53.9469,83.0317,72.3655,78.3229,83.1332,82.5997,72.1038,69.2899,65.3327,73.1044,72.4274,11.0457,9.62677,10.4193,11.0592,10.9882,9.59195,9.21762,8.6912,9.72506,9.635,,,,
sp|Q80Y20|ALKB8_MOUSE,Alkbh8,ALKB8_MOUSE Alkylated DNA repair protein alkB homolog 8,1,149.32,170.816,177.392,135.875,155.948,146.254,169.889,183.971,159.028,107.247,151.703,177.266,177.392,138.377,162.766,166.823,180.856,201.919,162.983,143.986,9.11638,10.6525,10.6601,8.31558,9.78119,10.025,10.8683,12.1341,9.79422,8.65264,,,,
tr|Q9CQ11|Q9CQ11_MOUSE,2010109I03Rik,Q9CQ11_MOUSE Protein 2010109I03Rik,1,79.5764,102.667,96.886,87.5815,99.2579,145.386,148.764,208.366,160.5,155.836,80.8465,106.544,96.886,89.1945,103.597,165.833,158.368,228.695,164.492,209.221,5.75962,7.59033,6.9023,6.35435,7.38042,11.8142,11.2824,16.2926,11.7187,14.9052,,,,
sp|Q80SY6|ADAL_MOUSE,Adal,ADAL_MOUSE Adenosine deaminase-like protein,1,144.36,138.814,137.251,128.612,118.319,119.463,127.32,127.08,132.425,104.768,146.664,144.056,137.251,130.981,123.492,136.264,135.539,139.478,135.718,140.658,10.7046,10.5142,10.0176,9.55996,9.01335,9.94556,9.89258,10.1801,9.90572,10.2663,,,,
sp|Q6NXK5|DUS11_MOUSE,Dusp11,DUS11_MOUSE RNA/RNP complex-1-interacting phosphatase,1,101.029,98.6691,93.7805,76.5888,68.6653,101.545,97.2781,70.936,85.9733,61.0207,102.642,102.395,93.7805,77.9994,71.6672,115.826,103.558,77.8567,88.1115,81.9244,11.2084,11.1814,10.2407,8.51745,7.82598,12.6481,11.3084,8.50187,9.62168,8.94606,,,,
sp|Q8BUL6|PKHA1_MOUSE,Plekha1,PKHA1_MOUSE Pleckstrin homology domain-containing family A member 1,1,107.738,122.964,118.241,103.273,103.886,135.214,160.685,142.32,133.513,112.558,109.457,127.606,118.241,105.175,108.428,154.231,171.058,156.206,136.834,151.116,8.17852,9.5346,8.83481,7.85854,8.1016,11.5239,12.7812,11.6715,10.224,11.2912,,,,
sp|Q9Z1R3|APOM_MOUSE,Apom,APOM_MOUSE Apolipoprotein M,1,303.657,276.37,293.47,242.423,248.229,365.09,392.556,323.537,305.804,231.227,308.503,286.805,293.47,246.887,259.081,416.437,417.897,355.103,313.409,310.438,9.61658,8.94021,9.14798,7.69592,8.07603,12.9811,13.0266,11.0692,9.76953,9.6769,,,,
sp|P48999|LOX5_MOUSE,Alox5,LOX5_MOUSE Arachidonate 5-lipoxygenase,1,88.9541,78.6121,84.1848,100.91,108.682,79.9093,79.2099,83.2343,101.836,81.9919,90.3738,81.5803,84.1848,102.768,113.433,91.1478,84.3233,91.3549,104.369,110.08,9.47697,8.55484,8.82797,10.7767,11.8951,9.55813,8.84248,9.57985,10.9446,11.5434,,,,
sp|Q3UHB1|NT5D3_MOUSE,Nt5dc3,NT5D3_MOUSE 5'-nucleotidase domain-containing protein 3,2,211.368,206.884,207.968,216.215,207.712,218.267,249.756,229.23,210.627,186.386,214.742,214.695,207.968,220.197,216.793,248.964,265.879,251.594,215.865,250.235,9.30854,9.30653,9.01489,9.545,9.39746,10.792,11.5252,10.906,9.35723,10.8471,,,,
sp|Q8BZ32|ASXL2_MOUSE,Asxl2,ASXL2_MOUSE Putative Polycomb group protein ASXL2,1,40.6646,33.353,41.8098,29.5776,42.2451,44.4703,34.5061,32.3083,58.0028,28.897,41.3136,34.6123,41.8098,30.1223,44.092,50.7247,36.7336,35.4604,59.4454,38.7962,10.0006,8.37846,10.1207,7.29159,10.6732,12.2787,8.89195,8.58376,14.3897,9.39125,,,,
sp|P54254|ATX1_MOUSE,Atxn1,ATX1_MOUSE Ataxin-1,1,279.072,294.976,295.68,281.679,281.52,312.994,347.062,322.007,317.802,256.471,283.526,306.113,295.68,286.866,293.827,357.013,369.466,353.423,325.706,344.33,8.81624,9.51859,9.19417,8.92011,9.13655,11.1013,11.4885,10.9897,10.1278,10.7069,,,,
sp|Q8CHC8|ADNP2_MOUSE,Adnp2,ADNP2_MOUSE ADNP homeobox protein 2,2,391.78,405.047,433.958,363.142,355.517,338.75,356.954,374.224,345.251,266.014,398.033,420.34,433.958,369.83,371.06,386.393,379.997,410.735,353.837,357.142,10.2551,10.8298,11.1807,9.52845,9.56013,9.95518,9.79039,10.5823,9.11641,9.20155,,,,
sp|O09117|SYPL1_MOUSE,Sypl1,SYPL1_MOUSE Synaptophysin-like protein 1,1,218.773,230.542,248.255,201.893,174.403,235.492,186.236,186.026,284.677,182.612,222.264,239.247,248.255,205.611,182.028,268.611,198.258,204.175,291.757,245.169,9.64114,10.3778,10.7685,8.91877,7.8958,11.6515,8.59983,8.85646,12.6555,10.6347,,,,
